'2014-12-19', ' USD_JPY', 'hold', ' 118.9485', ' 119.5135', ' 119.626', ' 118.824', ' 119.31222848875444', 2.8880000000000052, 1.7464999999999975, 1.3414999999999964, 0.5120000000000005, 1.913499999999999, 0.15899999999999181, 0.024763023524014948, 0.014830130681769915, 0.011352096943438347, 0.004302466775628883, 0.016271258503401352, 0.0013321659426330117, 164.5868044830205, 159.66241996470896, 130.12007137291005, 130.12007137291005, 184.28038403819633, 184.28038403819633, 97.90192843460973, 77.2753132589056, 82.50753629868409, 29.22327794467489, 51.41647504342298, -212.30033023284776, -0.01727590048883973, 0.0, -0.016127106958365087, -0.0024289571760660995, 119.36925000000001, -0.47399999999998954, 27349, 15495, 67497, -12446, -50942, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 56.49999999999977, ' 38015.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-21', ' USD_JPY', 'buy', ' 119.536', ' 119.5265', ' 119.58500000000001', ' 119.436', ' 119.5339068627451', 0.5749999999999886, 0.7554999999999978, 2.9010000000000105, 0.0, 0.7150000000000034, 0.5250000000000057, 0.004833902893195871, 0.006360980373997001, 0.024874491427689577, 0.0, 0.00601793597421128, 0.004411709096103879, 120.256155573421, 135.21182582348195, 120.24994648506302, 138.7888793473223, 165.12937541196183, 160.59261693563812, 60.738214269648836, 60.738214269648836, 127.92009310290122, 103.16752654052395, 98.51484684041297, 77.80742547648522, 0.001441085170647081, -0.009250471434196073, -0.01716900534064601, 0.0, 119.51850000000002, 0.0, 635, 0, 27349, 15495, 67497, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -0.9500000000002728, ' 2958.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-22', ' USD_JPY', 'buy', ' 119.52850000000001', ' 120.157', ' 120.185', ' 119.313', ' 119.76411851426384', 0.6435000000000031, 1.2054999999999865, 1.3859999999999957, 1.9849999999999994, 0.0, 1.3455000000000013, 0.005384328967020488, 0.010134382500430734, 0.011669515285717857, 0.016797549334867816, 0.0, 0.011324661333288456, 166.20945558485434, 163.71979406919513, 180.07588424327645, 172.1313306961122, 144.87404237945464, 169.78893181117985, 252.62875702296918, 252.62875702296918, 96.78897972603377, 96.78897972603377, 182.67475617240495, 140.3829330939422, 0.021743197278911584, 0.006723667729327297, -0.004024286631991229, -0.011984590653252664, 119.953, -0.028000000000005798, 19550, 635, 0, 27349, 15495, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 62.84999999999883, ' 20892.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-23', ' USD_JPY', 'sell', ' 120.1615', ' 120.67250000000001', ' 120.827', ' 120.0535', ' 120.52264317007413', 0.0, 1.1590000000000202, 1.7210000000000036, 2.9055000000000177, 2.5005000000000166, 0.0, 0.0, 0.009697649219544406, 0.014468081529026565, 0.02467159730654613, 0.02115983481704648, 0.0, 80.02584615050667, 80.02584615050667, 230.48625555034224, 208.15929390589145, 228.98479800903633, 202.3169052589062, 207.43827835635273, 207.43827835635273, 307.3818048452713, 307.3818048452713, 80.02584615050667, 80.02584615050667, 0.01404183980874208, 0.026126700680272275, 0.011042734040191297, 0.0002486685869408819, 120.556375, -0.18249999999999034, 10691, 19550, 635, 0, 27349, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 51.10000000000099, ' 17804.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-24', ' USD_JPY', 'buy', ' 120.674', ' 120.46', ' 120.70949999999999', ' 120.27850000000001', ' 120.44814257410654', 0.9334999999999951, 0.0, 0.9465000000000003, 3.8345000000000056, 2.692999999999998, 2.2879999999999967, 0.007809983560130976, 0.0, 0.007919607408368095, 0.032878744356937425, 0.022867186902952422, 0.01936160850286021, 687.2478609074627, 687.2478609074627, 42.11135913889409, 42.11135913889409, 203.9899995024916, 189.8403924213162, 204.09014173246362, 227.38791480964028, 193.26216189044865, 193.26216189044865, 284.81144080600865, 284.81144080600865, 0.013874919515366766, 0.012256148031747507, 0.02431972789115646, 0.00926232358226956, 120.477, 0.25200000000000955, -2070, 10691, 19550, 635, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -21.400000000001285, ' 13123.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-25', ' USD_JPY', 'hold', ' 120.11500000000001', ' 120.38499999999999', ' 120.423', ' 120.08500000000001', ' 120.34636734928668', 0.22799999999999443, 0.8584999999999923, 0.0, 1.61399999999999, 3.7595000000000027, 2.617999999999995, 0.0018975174147157006, 0.007182507644748171, 0.0, 0.013589175808909499, 0.03223566029727635, 0.022230336172272328, 122.9357657183742, 122.9357657183742, 636.9123242199018, 636.9123242199018, 88.75737019012372, 88.75737019012372, 153.77855286941684, 180.99910145711064, 200.95992483472634, 222.02139382351243, 188.25882666718869, 188.25882666718869, 0.0, 0.013243667490099828, 0.011625903875161221, 0.02368197278911562, 120.3195, 0.706499999999977, 3368, -2070, 10691, 19550, 635, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 26.99999999999818, ' 4346.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-26', ' USD_JPY', 'hold', ' 120.38550000000001', ' 120.382', ' 120.46199999999999', ' 120.15549999999999', ' 120.29064660621052', -0.29050000000000864, 0.22500000000000853, 0.8555000000000064, 1.430499999999995, 1.6110000000000042, 3.756500000000017, -0.0024073421864965806, 0.0018725500803116633, 0.007157408608132978, 0.012025909719507488, 0.01356391711781499, 0.03220993693489003, 42.46928991993744, 266.6533072443094, 122.59172906058186, 122.59172906058186, 634.898902752409, 634.898902752409, 201.42313079477213, 185.30641173709898, 153.66138825770736, 180.85159922492798, 200.83471615881743, 221.80673298406836, 0.018701553667535526, 0.0, 0.01321841740908927, 0.011600694108897889, 120.34537499999999, 0.59699999999998, 6957, 3368, -2070, 10691, 19550, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -0.3500000000002501, ' 14556.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-28', ' USD_JPY', 'buy', ' 120.369', ' 120.41900000000001', ' 120.4495', ' 120.3185', ' 120.39314670981663', 0.034000000000020236, -0.040999999999982606, -0.2535000000000025, 0.0, 0.9055000000000177, 1.4675000000000011, 0.0002824272126927793, -0.00034036194587400473, -0.0021007271747912944, 0.0, 0.007576549929506021, 0.012336960862200149, 98.81653881167765, 59.5559600935425, 32.598600325152695, 68.89539643633043, 47.25274114379717, 277.93956327848247, 76.7174986889405, 76.7174986889405, 198.87778068855602, 186.3059220172353, 204.93356689435188, 187.47298061939486, 0.032527191737656204, 0.022519041836847463, 0.01901465660224092, 0.0, 120.4015, 0.0, 990, 0, 6957, 3368, -2070, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 5.000000000001137, ' 1854.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-29', ' USD_JPY', 'sell', ' 120.418', ' 120.637', ' 120.737', ' 120.17', ' 120.49492508221067', 0.25499999999999545, 0.25200000000000955, 0.1770000000000067, 1.1105000000000018, 0.0, 1.123500000000007, 0.002118256882258107, 0.0020932840470159037, 0.0014693674248713823, 0.009290826720434396, 0.0, 0.009400611646383105, 157.09619670597547, 134.52946428305594, 163.31356114983473, 107.30950492270097, 83.1786349933576, 103.48326619711209, 806.0397274901064, 806.0397274901064, 82.36330117049441, 82.36330117049441, 226.05982218705302, 205.09895977552628, 0.015710905860858288, 0.03439642273773757, 0.02437015462735745, 0.020859425244558808, 120.54525, -0.09999999999999432, 12203, 990, 0, 6957, 3368, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 21.89999999999941, ' 18854.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-30', ' USD_JPY', 'buy', ' 120.6375', ' 119.47200000000001', ' 120.679', ' 118.86449999999999', ' 119.65286954816708', 0.0, -0.9099999999999966, -0.9129999999999825, -0.6849999999999881, -0.05449999999999022, 0.0, 0.0, -0.007559269658254528, -0.007584001329069091, -0.005700874688948527, -0.0004559658318447392, 0.0, 33.48029575749336, 33.48029575749336, -223.00155856392263, -197.16179269134034, -181.36089308849634, -147.8871910679961, 18.233942863080642, 18.233942863080642, 24.161057610029218, 24.161057610029218, 33.48029575749336, 33.48029575749336, 0.0043757329667973785, 0.0059021141524446845, 0.024407183677669298, 0.01447773994412707, 119.62187500000002, 0.5075000000000216, -9688, 12203, 990, 0, 6957, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -116.54999999999944, ' 29325.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-31', ' USD_JPY', 'buy', ' 119.47', ' 119.8845', ' 119.94', ' 119.2525', ' 119.6426688054883', -0.5345000000000084, 0.0, -0.4975000000000023, -0.7880000000000109, -0.27249999999999375, 0.3580000000000041, -0.004438668316461758, 0.0, -0.004132677642836988, -0.006530071060100775, -0.002267866208377321, 0.00299515170276051, -331.2974570248395, -331.2974570248395, 91.92725935603573, 91.92725935603573, -88.4175894232944, -79.71746350512787, -21.848736671139054, 114.89891867673678, 65.53898330974967, 65.53898330974967, 301.0065093915997, 301.0065093915997, 0.003104251820924074, 0.007843532868437916, 0.009375184177955914, 0.027944146005805033, 119.740375, -0.1869999999999834, 10389, -9688, 12203, 990, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 41.45000000000039, ' 12390.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
